SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Thu Mar 30 16:22:13 PDT 2017
User: UCSD _CER
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB4C00073
Integration Time (usec): 250000 (USB4C00073)
Spectra Averaged: 10 (USB4C00073)
Boxcar Smoothing: 0 (USB4C00073)
Correct for Electrical Dark: No (USB4C00073)
Strobe/Lamp Enabled: No (USB4C00073)
Correct for Detector Non-linearity: No (USB4C00073)
Correct for Stray Light: No (USB4C00073)
Number of Pixels in Processed Spectrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
345.37	1294.73
345.58	1294.73
345.80	1294.73
346.01	1244.14
346.22	1287.56
346.43	1972.19
346.65	1774.77
346.86	2152.01
347.07	2105.72
347.28	1809.18
347.50	1790.54
347.71	1939.02
347.92	1703.91
348.13	1820.03
348.35	1723.78
348.56	1901.54
348.77	1765.96
348.98	1809.99
349.20	1684.25
349.41	1920.99
349.62	2002.50
349.83	1841.12
350.05	1733.20
350.26	1965.23
350.47	2081.97
350.68	1772.93
350.90	1730.53
351.11	2113.91
351.32	2062.71
351.53	1805.28
351.75	1726.44
351.96	1931.23
352.17	1933.28
352.38	1852.18
352.60	1852.18
352.81	1926.73
353.02	2118.21
353.23	1763.92
353.44	1792.38
353.66	1861.19
353.87	1879.01
354.08	1892.94
354.29	1814.50
354.51	1828.02
354.72	1913.83
354.93	1807.95
355.14	1740.36
355.35	1752.04
355.57	2061.28
355.78	1837.44
355.99	1883.72
356.20	1961.54
356.42	1925.71
356.63	1925.50
356.84	1859.76
357.05	2030.15
357.26	2180.47
357.48	1910.35
357.69	1860.58
357.90	1969.12
358.11	1842.35
358.32	1788.29
358.54	1857.71
358.75	1835.39
358.96	1964.41
359.17	1785.42
359.38	1799.55
359.60	2004.35
359.81	1909.94
360.02	1823.72
360.23	1769.45
360.44	1813.07
360.66	2071.93
360.87	1747.94
361.08	1746.10
361.29	1940.25
361.50	1899.08
361.72	1784.60
361.93	1848.91
362.14	1939.84
362.35	1732.58
362.56	1898.47
362.77	1729.71
362.99	2024.62
363.20	1936.15
363.41	1901.13
363.62	1707.60
363.83	1992.88
